,sentence,triples
4112,"the film was produced by gore verbinski's production company blind wink, and graham king's gk films.","('film', 'produced by', 'company blind production company wink')"
4113,it is also the first animated film for verbinski.,"('it', 'is', 'animated  verbinski')"
4114,it also was studio's first animated film to be shown in 3d.,"('it', 'was', 'animated  3d')"
4115,"bay, fuller, and form would produce alongside walker and mednick.","('bay', 'produce alongside', 'walker')"
4116,"it was released on august 8, 2014.","('it', 'released on', 'august')"
4117,"this film met with negative reviews, and was a box office failure.","('film', 'met with negative', 'negative  reviews')"
4118,it received positive reviews and was a box office success.,"('it', 'received positive', 'positive  reviews')"
4119,"the film will be released on november 8, 2019.","('film', 'released on', 'november')"
4120,"it is scheduled to be released on january 29, 2021.
","('it', 'scheduled', 'january')"
4121,"the next morning, uncle pastuzo's hat is found by his nephew.","('morning uncle hat', 'found by', 'nephew')"
4122,principal photography and production began on 13 september 2013.,"('principal  photography', 'began on', '13  september')"
4123,nick urata composed the film's soundtrack.,"('nick urata', 'composed', 'soundtrack')"
4124,"all music is composed by nick urata, except where noted.
","('music', 'composed by', 'nick urata')"
4125,ilfochrome materials use the dye destruction process.,"('ilfochrome materials', 'use', 'dye destruction process')"
4126,many different techniques can be used during the enlargement process.,"('different  techniques', 'used during', 'enlargement process')"
4127,two examples of enlargement techniques are dodging and burning.,"('two  examples', 'dodging', 'enlargement techniques')"
4128,each sheet can be developed individually for special requirements.,"('sheet', 'developed', 'special  requirements')"
4129,the film or prints emerge washed and dry and ready to be cut by hand.,"('film', 'emerge', 'hand')"
4130,ilfochrome materials use the dye destruction process.,"('ilfochrome materials', 'use', 'dye destruction process')"
4131,many different techniques can be used during the enlargement process.,"('different  techniques', 'used during', 'enlargement process')"
4132,two examples of enlargement techniques are dodging and burning.,"('two  examples', 'dodging', 'enlargement techniques')"
4133,each sheet can be developed individually for special requirements.,"('sheet', 'developed', 'special  requirements')"
4134,the film or prints emerge washed and dry and ready to be cut by hand.,"('film', 'emerge', 'hand')"
4135,matchless  is a 1967 italian science fiction-comedy film directed by alberto lattuada.,"('matchless', 'is', 'italian alberto lattuada')"
4136,it parodies the spy film genre.,"('it', 'parodies', 'spy film genre')"
4137,"robin hood was released on november 8, 1973 to box office success.","('robin hood', 'released on', '1973 office success')"
4138,"meanwhile, prince john and his assistant sir hiss, arrive in nottingham.","('meanwhile prince john', 'arrive in', 'assistant sir nottingham')"
4139,"the children sneak inside, meeting maid marian and her attendant lady kluck.","('children', 'sneak', 'maid  marian')"
4140,we have such a terrific kid audience ...,"('we', 'have', 'terrific kid audience')"
4141,"the film was re-released on march 26, 1982.","('film', 'released', 'march')"
4142,"both oo-de-lally and love appear on the cd collection, classic disney:","('oo lally', 'disney', 'cd collection')"
4143,the song love is featured in the 2009 feature film fantastic mr.,"('song love', 'featured in', '')"
4144,"the company distributes approximately 45 theatrical premieres and 400 new dvd releases annually.
","('company', 'distributes', 'theatrical  premieres')"
4145,human harvest was produced originally in mandarin.,"('human  harvest', 'produced', 'originally  mandarin')"
4146,"the film has influenced many science fiction films, video games, anime, and television series.","('film', 'influenced many', 'many science fiction films')"
4147,"a sequel, blade runner 2049, was released in october 2017.","('sequel', 'released in', '2049 blade october')"
4148,deckard returns to his apartment where rachael is waiting.,"('where  rachael', 'deckard', 'apartment')"
4149,"roy kisses tyrell, then kills him.","('roy kisses tyrell', 'kills', 'then  him')"
4150,deckard and rachael leave the apartment block.,"('deckard', 'leave', 'apartment block')"
4151,the film operates on multiple dramatic and narrative levels.,"('film', 'operates on multiple', 'dramatic  levels')"
4152,"the film's inherent ambiguity and uncertainty, as well as its textual richness, have permitted multiple interpretations.","('inherent  ambiguity', 'permitted multiple', 'multiple  interpretations')"
4153,william sanderson was cast as j. ,"('william sanderson', 'cast as', 'j.')"
4154,joe pantoliano had earlier been considered for the role.,"('joe pantoliano', 'considered for', 'earlier  role')"
4155,i recognized it immediately.,"('i', 'recognized', 'it')"
4156,they caught it perfectly.,"('they', 'caught', 'it')"
4157,i tangled with ridley.,"('i', 'tangled with', 'ridley')"
4158,but now i was stuck re-creating that narration.,"('now  i', 'stuck', 'narration')"
4159,but he knows a lot,"('he', 'knows', 'lot')"
4160,and i was the new kid on the block.,"('i', 'was', 'new  block')"
4161,but we made a good movie.,"('we', 'made', 'good  movie')"
4162,backlot housed the 2019 los angeles street sets.,"('backlot', 'housed', '2019 angeles street sets')"
4163,other locations included the ennis-brown house and the 2nd street tunnel.,"('other  locations', 'included', 'brown  house')"
4164,a decision that he later regretted.,"('he', 'decision', 'that')"
4165,"the voight-kampff machine is a fictional interrogation tool, originating from the novel .","('voight kampff machine', 'is', 'fictional interrogation novel')"
4166,blade runner 2049 uses a different but related tool called the baseline test.,"('blade runner', 'uses', 'different  tool')"
4167,the cameras were frequently motion controlled using computers.,"('cameras', 'were', 'motion  computers')"
4168,that date was chosen by producer alan ladd jr.,"('date', 'chosen by', 'alan ladd jr')"
4169,"the extra-terrestrial, which affected its commercial success.","('which', 'terrestrial', 'commercial  success')"
4170,several versions of blade runner have been shown.,"('several  versions', 'shown', 'blade runner')"
4171,this is the only version over which scott had complete artistic and editorial control.,"('only  scott', 'is', 'artistic  control')"
4172,initial reactions among film critics were mixed.,"('initial  reactions', 'were mixed', 'film critics')"
4173,blade runner has been very influential to the cyberpunk movement.,"('blade runner', 'been', 'cyberpunk  movement')"
4174,the film has been the subject of several documentaries.,"('film', 'been', 'several  documentaries')"
4175,"these are blade runner 2: the edge of human , blade runner 3: replicant night , and blade runner 4:","('these', 'are', 'replicant blade runner')"
4176,"the film has influenced many science fiction films, video games, anime, and television series.","('film', 'influenced many', 'many science fiction films')"
4177,"a sequel, blade runner 2049, was released in october 2017.","('sequel', 'released in', '2049 blade october')"
4178,deckard returns to his apartment where rachael is waiting.,"('where  rachael', 'deckard', 'apartment')"
4179,"roy kisses tyrell, then kills him.","('roy kisses tyrell', 'kills', 'then  him')"
4180,deckard and rachael leave the apartment block.,"('deckard', 'leave', 'apartment block')"
4181,the film operates on multiple dramatic and narrative levels.,"('film', 'operates on multiple', 'dramatic  levels')"
4182,"the film's inherent ambiguity and uncertainty, as well as its textual richness, have permitted multiple interpretations.","('inherent  ambiguity', 'permitted multiple', 'multiple  interpretations')"
4183,william sanderson was cast as j. ,"('william sanderson', 'cast as', 'j.')"
4184,joe pantoliano had earlier been considered for the role.,"('joe pantoliano', 'considered for', 'earlier  role')"
4185,i recognized it immediately.,"('i', 'recognized', 'it')"
4186,they caught it perfectly.,"('they', 'caught', 'it')"
4187,i tangled with ridley.,"('i', 'tangled with', 'ridley')"
4188,but now i was stuck re-creating that narration.,"('now  i', 'stuck', 'narration')"
4189,but he knows a lot,"('he', 'knows', 'lot')"
4190,and i was the new kid on the block.,"('i', 'was', 'new  block')"
4191,but we made a good movie.,"('we', 'made', 'good  movie')"
4192,backlot housed the 2019 los angeles street sets.,"('backlot', 'housed', '2019 angeles street sets')"
4193,other locations included the ennis-brown house and the 2nd street tunnel.,"('other  locations', 'included', 'brown  house')"
4194,a decision that he later regretted.,"('he', 'decision', 'that')"
4195,"the voight-kampff machine is a fictional interrogation tool, originating from the novel .","('voight kampff machine', 'is', 'fictional interrogation novel')"
4196,blade runner 2049 uses a different but related tool called the baseline test.,"('blade runner', 'uses', 'different  tool')"
4197,the cameras were frequently motion controlled using computers.,"('cameras', 'were', 'motion  computers')"
4198,that date was chosen by producer alan ladd jr.,"('date', 'chosen by', 'alan ladd jr')"
4199,"the extra-terrestrial, which affected its commercial success.","('which', 'terrestrial', 'commercial  success')"
4200,several versions of blade runner have been shown.,"('several  versions', 'shown', 'blade runner')"
4201,this is the only version over which scott had complete artistic and editorial control.,"('only  scott', 'is', 'artistic  control')"
4202,initial reactions among film critics were mixed.,"('initial  reactions', 'were mixed', 'film critics')"
4203,blade runner has been very influential to the cyberpunk movement.,"('blade runner', 'been', 'cyberpunk  movement')"
4204,the film has been the subject of several documentaries.,"('film', 'been', 'several  documentaries')"
4205,"these are blade runner 2: the edge of human , blade runner 3: replicant night , and blade runner 4:","('these', 'are', 'replicant blade runner')"
4206,the film was a remake of tamil film saamy.,"('film', 'was', 'tamil film saamy')"
4207,barood is an action film from mithun-t l v prasad.,"('barood', 'is', 'l v prasad')"
4208,an honest police man is bribed by a corrupt politician.,"('honest police man', 'bribed by', 'corrupt  politician')"
4209,"the film was a record-breaking commercial success, becoming the highest-grossing indian film ever, the fifth highest grossing non-english film ever, and the highest-grossing sports film worldwide.","('film', 'was', '')"
